Név,Útszakasz
Dr. Szőllőssy Árpád utca,1
Dr. Szombathelyi Károly utca,2
Dr. Szomraky Zoltán utca,3
Dr. Takó József út,2
Dr. Tamás Győző utca,2
Dr. Tamay utca,1
Dr. Tarnay István utca,1
Dr. Taródi Béla utca,1
Dr. Tibold József utca,1
Dr. Timaffy László utca,1
Dr. Torda István utca,1
Dr. Tóth Aladár utca,1
Dr. Tóth Géza tér,1
Dr. Tóth János utca,1
Dr. Tóth Lajos utca,1
Dr. Tretter László utca,1
Dr. Tulassay József tér,3
Dr. Udvardi László utca,1
Druhá Priečna,1
Dr. Uhlár István utca,1
Drumul Negru,1
Družstevná,1
Družstevný rad,1
Dr. Vajkai Aurél utca,1
Dr. Valló Ede utca,1
Dr. Várady Lipót Árpád utca,1
Dr. Varga László utca,1
Dr. Végh Gyula utca,1
Dr. Veress Endre utca,2
Dr. Vitális István utca,2
Dr. Warga László utca,1
Dr. Wittmann Tibor utca,1
Dr. Záhonyi Géza tér,1
Dr. Zákonyi Ferenc utca,1
Dr. Zsámboki Pál tér,1
Dsida Jenő utca,6
Dsida Jenő útja,1
D. Szabó Károly utca,2
D szektor,1
DTC,1
Dubnyik utca,1
Dübögő utca,1
Ducza utca,1
Dúcz László út,1
Dudás Alajos utca,1
Dudás dűlő,3
Dudás József utca,1
Dudás köz,1
Dudás utca,2
Duda utca,2
Dudlesz utca,1
Dugina,1
Dugonics András utca,4
Dugonics köz,1
Dugonics tér,9
Dugonics út,1
Dugonics utca,46
Dugonics utcai felüljáró,2
Dugonyi út,5
Dugó sor,3
Dugó út,1
Dugovics Titusz utca,17
Dugovics utca,3
Dugovits Titusz utca,1
Dühöngő,1
Dukai Takách Jenő utca,1
Dukai Takách Judit utca,1
Dukai Takács Judit utca,1
Dukai utca,1
Dukát utca,4
Dulácska köz,3
Dulácska utca,10
Dulai út,1
Dulimán dűlő,1
Duliskovichtanya,1
Dűlő köz,1
Dülöngélő sor,2
Dűlő út,8
Dűlő utca,9
Dültfási út,1
Dumtsa Jenő utca,2
Dunaár utca,2
Dunacsúnyi utca,1
Duna dűlő,1
Dunadűlő köz,2
Dunadűlő út,6
Dunaföldvár-Dunakömlőd,2
Dunaföldvári út,45
Dunafürdő utca,1
Dunafüredi út,1
Dunaharaszti köz,1
Dunaharaszti út,6
Dunai fasor,4
Dunai lejáró,1
Dunai út,3
Dunai utca,1
Dunajská,2
Dunajská cyklistická trasa,9
Dunakanyar körút,40
Dunakanyar lakópark,4
Dunakanyar sétány,3
Dunakapu tér,2
Duna kerékpárút,5
Dunakert utca,1
"Dunakeszi, 3. & 4. vágány",2
Dunakeszi út,3
Dunakeszi utca,7
Duna korzó,15
Duna köz,3
Dunaköz utca,4
Duna lejáró,1
Dunaliget sétány,3
Dunamenti hőerőmű bejárat,1
Dunamocsi sor,1
Duna part,2
Duna-part,1
Dunapart-alsó,8
Dunapart-alsó utca,4
Dunapart-felső,7
Dunaparti kerékpárút,4
Dunaparti ösvény,1
Duna parti sétány,1
Dunaparti sétány,1
Dunaparti üdülők,1
Duna-parti út,11
Dunaparti utca,2
Dunapart utca,8
Dunapataj utca,2
Dunaremetei híd - sorjási bukó,1
Duna sétány,28
Dunasor,8
Duna sor,44
Dunasor út,1
Dunasor utca,29
Dunaszeg utca,1
Dunaszél utca,1
Dunaszentbenedeki út,1
Dunaszerdahelyi utca,2
Dunaszerdahely sétány,3
Dunasziget utca,3
Dunaújvárosi út,3
Dunaújvárosi utca,1
Duna út,11
Duna utca,136
Duna utcai aluljáró,1
Dunavecsei út,5
Dunavirág utca,3
Duna-völgyi-főcsatorna,1
Duna zug,1
Dundity Alexa utca,4
Dűne utca,2
Dunyov István utca,3
Durahalom dűlő,2
Duránci utca,5
Dürer Albert utca,1
Durgó Katalin utca,1
Durkó utca,1
Duropack út,1
Duruc dűlő,1
Dusik Lajos sétány,2
Duskás Ferenc utca,1
D utca,1
Dutka Ákos utca,1
Duxler út,1
Duzlok utca,1
Duzzasztómű utca,1
Duzzasztó utca,1
Dvd utca,2
Dvořák sétány,4
D zóna déli,1
D zóna északi,1
Dzsámi dűlő,1
Dzsámi utca,1
Dzsungel park,1
Ebédlátó utca,1
Ebédleső dűlő,1
Ébenfa utca,1
Ebergényi fasor,1
Ebergényi út,4
Ebergény utca,2
Éber Sándor utca,1
Ebespuszta,1
Ebes utca,2
Ebhát utca,3
Ebner György köz,2
Ecetfa utca,6
Ecetgyár utca,6
Ecet utca,1
Ecker János utca,1
Eck Imre sétány,3
Ecsedháza köz,1
Ecsedháza tér,1
Ecsedháza utca,1
Ecsedi Géza utca,1
Ecsedi István utca,2
Ecsedi köz,2
Ecsedi út,1
Ecsédi út,1
Ecsedi utca,2
Ecsed utca,2
Ecsegi utca,2
Ecsellő utca,1
Ecseri dűlő,2
Ecséri dűlő,1
Ecseri út,25
Ecséri utca,1
Ecsér utca,1
Ecsetpázsit köz,1
Ecsh Győző utca,1
Édász Kapcsolóház,1
Edelesi utca,1
Édenkert út,1
Édenkert utca,1
Éden köz,1
Éden utca,4
Éden villapark,3
Ederc utca,1
Éder György utca,2
Édesanyák utca,1
Édesanyák útja,5
Édes Gergely utca,2
Édes utca,1
Édesvizi élet,6
Édesvíz utca,1
Ede tér,1
Ede utca,2
Edina utca,2
Edison,2
Edison köz,1
Edison utca,9
Edit utca,5
Edömér utca,3
Eduárd utca,1
Edvi Illés út,10
Edző utca,2
Effinger Károly utca,1
Egecsei körút,2
Egerág utca,1
Egerbocs utca,1
Egeredi út,4
Égerfa köz,1
Égerfás utca,1
Egerfa utca,2
Égerfa utca,13
Éger köz,3
Egerszalók utca,1
Egerszeghegyi út,5
Egerszegi út,1
Egerszeg utca,2
Éger út,1
Egér út,62
Eger utca,4
Éger utca,12
Egér utca,1
Egervári út,4
Egervári utca,7
Egervár utca,2
Égervölgy,2
Éger-völgy,2
Egervölgyi utca,1
Egese utca,6
Égési dűlő,1
Égésszer,8
Égés utca,1
Egészségház köz,1
Egészségház utca,7
Égető dűlő,1
Égetőhegy dűlő,3
Égetőhegy utca,1
Égető utca,1
Égetthegyi út,2
Égettmajor,1
Égettvölgyi út,3
Égettvölgyi utca,1
Egregyi-út,2
Egregyi utca,3
Egregyi-völgy,2
Egres dűlő,2
Egresi rét,1
Egresi utca,3
Egreskátai út,1
Egres köz,7
Egressy Béni tér,4
Egressy Béni út,21
Egressy Béni utca,26
Egressy Gábor köz,1
Egressy Gábor utca,8
Egressy köz,4
Egressy tér,2
Egressy út,34
Egressy utca,10
Egres út,11
Egres utca,43
Egri Csillagok utca,1
Egri István utca,1
Egri József utca,1
Egri köz,1
Egri Országút,4
Egri Tanya,1
Egri út,60
Egri utca,16
Egri úti dűlő,1
Egri úti lakópark,7
Egry József köz,1
Egry József tér,1
Egry József utca,29
Egry sétány,2
Egyed Antal utca,1
Egyedi út,1
Egyedi utca,1
Egyed köz,1
Egyed mester utca,1
Egyenes dűlő,2
Egyenesi út,2
Egyenes utca,9
Egyenlőség köz,1
Egyenlőség utca,8
Egyetemi tesztpálya,3
Egyetem köz,1
Egyetem sugárút,7
Egyetem tér,19
Egyetem út,8
Egyetem utca,14
Egyetértés utca,18
Egyház dűlő,1
Egyház köz,1
Egyház utca,10
Egyház völgy,3
Egykori Fertőszentmiklós-Celldömölk vasút nyomvonala,3
Egykori Hódoséri kisvasút,7
Egykori Homokvasút nyomvonala,3
egykori Nyír-réti kisvasút,2
Egykori Rédei kisvasút,15
egykori Sárvár - Felsőlászló vasútvonal,4
egykori Sárvár-Felsőlászló vasútvonal,5
egykori Sárvár - Zalabér-Batyk vasútvonal,2
egykori Sárvár - Zalabér-Batyk vasútvonal töltése,10
Egykori Sárvár - Zalabér-Batyk vasútvonal töltése,1
Egykori siklópálya nyomvonala,1
egykori Szombathely–Rum-vasútvonal,8
egykori vasút,1
Egykori vasút,1
Egykori vasúti híd,1
egykori vasúti töltés,1
Egyletkert utca,1
Egymalom utca,1
Egység út,1
Egység utca,13
Egysori utca,1
Egytagos Öregállás dűlő,1
Éhen Gyula tér,5
Ehvald dűlő,1
Eiffel tér,4
Eilat utca,2
Einczinger Ferenc köz,1
Eisemann Mihály utca,2
Eitner utca,1
Eke dűlő,1
Eke köz,2
Ékes utca,3
Eke utca,8
Ék köz,3
Eklézsia utca,1
Ékszer utca,1
Ék utca,12
Elágazó út,1
Elberta utca,1
Eldűlő utca,1
Elefánti utca,1
Elege utca,1
Elegytéri út,1
Elekbokor,8
Elekfy Jenő utca,1
Elekfy köz,1
Eleki út,1
Elek János utca,1
Elekpada köz,1
Elektrárenská cesta,3
Elektróda köz,1
Elektro-Optika,1
Elek utca,8
Elemér utca,3
Elemi utca,2
Elem utca,9
Eleonóra utca,1
Elepi-tóegység,5
Élesd dűlő,3
Éles dűlő,2
Éleshegyi út,1
Éles Kálmán utca,1
Életfa út,1
Élet utca,1
Elfenbein Bertalan utca,1
Eliud Kipchoge futóút,1
Elizka-ökolakópark,1
Elkerülő út,8
ELKO Kft,1
Ella köz,1
Ellák utca,1
Ella utca,1
Ellenőr utca,1
Ellmann Elvira utca,1
Élmény a természetben,6
Elmer tanya,1
Élmunkás sor,1
Élmunkás út,3
Élmunkás utca,1
Elnök tér,1
Elnök út,1
Elnök utca,7
Előadó utca,1
Előd köz,2
Előd út,2
Előd utca,63
Előd vezér út,1
Előd vezér utca,19
Előd vezér útja,1
Előharaszt dűlő,1
Előháti utca,1
Előhegy,2
Elő-hegy,1
Előhegy dűlő,1
Előhegyi utca,1
Előhegy köz,1
Előhegy utca,13
Előkapu,3
Előkert utca,1
Elöljáró utca,1
Előmáji út,1
Előpatak köz,1
Előpatak utca,9
Előre út,1
Előre utca,5
Elő sor,1
Előszállási út,7
Élővíz-főcsatorna töltés,1
Élraj dűlő,1
Első-árok,3
Első dűlő,1
Elsősori út,1
Első utca,5
Elsővölgy utca,2
Éltes Mátyás utca,1
Elvira körút,1
Elviramajor,1
Elvira utca,9
Elvis Presley tér,1
Elza köz,2
Elzamajor,3
ELZÁRT terület,3
Elza utca,2
Elzett utca,1
Émály utca,2
Ember Csaba út,1
Ember Judit utca,1
Ember Kálmán utca,1
Ember Pál utca,3
Emelkedő,4
Emelkedő utca,4
Emese köz,1
Emese utca,12
Emília utca,6
Emil utca,3
Eminescu utca,3
Emlékezés tere,4
Emlékhely dűlő,4
Emlékkő utca,1
Emlékmű utca,3
Emlék tér,3
Emlék utca,4
Emma köz,2
Emma utca,5
Emődi Dániel utca,1
Emödi utca,1
Emődi utca,1
Emőd sor,1
Emőd utca,6
Emőke köz,1
Emőke utca,3
Encsecsi út,1
Encsencsi út,1
Encsencsi utca,2
Encsi utca,3
Endre Béla utca,1
Endrédi út,2
Endrédi utca,1
Endrédy István utca,1
Endre király út,3
Endresz György utca,14
Endrész György utca,1
Endresz utca,1
Endre utca,9
Endre Zsiga dűlő,1
Endrődi köz,1
Endrődi Sándor utca,22
Endrődi utca,5
Enéh utca,1
Énekes utca,9
Enge János utca,1
Engel Adolf utca,1
Engel János József utca,4
Engelmann Pál utca,1
Engelmann utca,1
Engels Frigyes utca,5
Engels út,1
Engel út,1
Engen utca,1
Enikő utca,5
Entz Béla út,1
Entz Béla utca,1
Entz Ferenc utca,1
Entz Géza sétány,1
Enyedi György utca,1
Enyedi köz,1
Enyedi utca,7
Enyezd út,1
Enyezd utca,6
E-nyiladék,8
Enyingi Török Bálint utca,2
Enyingi utca,23
Enying utca,1
Enzsöl Ellák utca,1
Eőri Barna utca,1
Eörsy Péter utca,1
Eőry Vilmos utca,2
Eőszi Lőrinc tér,1
Eötvös-inga utca,1
Eötvös János utca,4
Eötvös József tér,2
Eötvös József utca,59
Eötvös Károly utca,14
Eötvös körút,3
Eötvös köz,4
Eötvös Loránd park,1
Eötvös Loránd tér,2
Eötvös Loránd út,6
Eötvös Loránd utca,36
Eötvös telep,1
Eötvös tér,47
Eötvös út,29
Eötvös utca,165
Eozin utca,1
Eperd utca,1
Eperfa köz,2
Eperfa sor,7
Eperfasor utca,4
Eperfás út,5
Eperfa út,2
Eperfa utca,26
Eperföld utca,2
Eperjes dűlő,2
Eperjesi sor,1
Eperjesi út,7
Eperjesi utca,22
Eperjeske alsó,1
Eperjes köz,1
Eperjespuszta,1
Eperjes út,1
Eperjes utca,20
Eper köz,10
Eperlevél utca,1
Eperszem utca,2
Eper út,4
Eper utca,50
Építés alatt álló kerékpárút III. ütem,1
Építés alatt álló kerékpárút II. ütem,3
Építés alatt álló kerékpárút I. ütem,1
építési forgalom,8
Építész utca,16
építkezési út,2
Építők utca,3
Építők utcája,1
Építők útja,46
Építőmunkás utca,1
Építő utca,22
Építőüzem utca,1
Epöli út,1
Epöl utca,1
Eppingen tér,1
Epreserdő utca,17
Epreskert út,4
Epreskert utca,30
Epres köz,2
Epresköz utca,1
Epres sor,3
Epres tér,1
Epres út,6
Epres utca,20
épülő aluljáró,1
Épülő aluljáró,1
Épülő jászberényi elkerülő III. ütem,12
Épülő M44,12
Éralja utca,2
Ércbányai út,3
Ércbánya lakótelep,3
Ércbányász utca,5
Ercsény fasor,1
Ercsi út,11
Ercsi utca,3
Érctéri út,1
Érc utca,2
Erdburger dűlő,2
Erdei Ferenc utca,22
Erdei iskola utca,6
Erdei Kiskertek dűlő,1
Erdei körút,1
Erdei-Köves köz,1
Erdei major út,2
Erdeimalom köz,2
Erdei sétány,1
Erdei sétány út,1
Erdei tanya,1
Erdei tér,5
Erdei tornapálya,4
Erdei Tornapálya,1
erdei út,1
Erdei út,21
Erdei út a kőfejtőhöz,1
Erdei utca,18
Erdélyi Ferenc utca,1
Erdélyi János tér,1
Erdélyi János út,2
Erdélyi József utca,3
Erdélyi püspök utca,1
Erdélyi Sándor utca,2
Erdélyi sor,6
Erdélyi tér,4
Erdélyi út,3
Erdélyi utca,29
Erdélyi völgy,2
Erdély utca,16
Érdem utca,2
Erdért 14.sz. telep,1
Erdészek útja,1
erdészeti elzárt terület,1
Erdészeti ideiglenes út,1
Erdészeti tanösvény,1
Erdészet tér,4
Erdészet utca,2
Erdészház utca,8
Erdész József utca,1
Erdészkert utca,1
Erdész köz,11
Erdész sor,1
Erdészsor utca,5
Erdész telep,1
Erdész út,7
Erdész utca,82
Érdi út,9
Érdi utca,2
Erdőalatti dűlő,3
Erdőalatti út,1
Erdőalja,4
Erdőalja dűlő,5
Erdőaljai út,1
Erdőalja köz,6
Erdőalja lejtő,1
Erdőalja lépcső,1
Erdőalja sor,1
Erdőalja út,27
Erdőalja utca,78
Erdődi utca,1
Erdődomb utca,1
Erdő dűlő,2
Erdődűlő út,1
Erdőd utca,1
Erdődy Ferenc utca,1
Erdődy Gábor út,1
Erdődy Pálffy Tamás utca,6
Erdőföld,2
Erdőföld köz,1
Erdőföld utca,2
Erdőháti út,1
Erdőhát út,3
Erdőhát utca,15
Erdőház utca,2
Erdőhegyi utca,1
Erdőhegy utca,2
Erdőkalja,1
Erdőkalja utca,1
Erdőkert sétány,1
Erdőkerülő út,2
Erdőkerülő utca,18
Erdő körút,2
Erdőkövesd utca,1
Erdő köz,12
Erdőköz utca,2
Erdőkürt utca,3
Erdőlaka-dűlő,3
Erdőmellék út,1
Erdőmellék utca,2
Erdőmester utca,1
Erdőőrház,1
Erdőőr utca,1
Erdő ösvény,1
Erdőrész utca,2
Erdősáv utca,2
Erdős dűlő,1
Erdő sétány,2
Erdősétány utca,7
Erdősföld utca,1
Erdősi Imre utca,1
Erdős Imre utca,2
Erdősi Sylvester János utca,1
Erdősi utca,1
Erdős Kamill köz,1
Erdőskert utca,1
Erdős köz,3
Erdősor,6
Erdő sor,52
Erdősor köz,2
Erdősor üdülő,2
Erdősor út,15
Erdősor utca,126
Erdőspuszta utca,3
Erdőstarcsa utca,1
Erdős út,2
Erdős utca,7
Erdőszéle út,1
Erdőszéle utca,4
Erdőszéli utca,2
Erdőszél köz,1
Erdőszél út,1
Erdőszél utca,21
Erdőszéplak lakótelep,3
Erdősziget tanya,1
Erdős zug,1
Erdőtelek utca,1
Erdőtelep utca,1
Erdőtelki út,8
Erdőtelki utca,1
Erdőtér,1
Erdő tér,1
Erdőtói dűlő,1
Erdő újsor,1
Erdő út,6
Erdő utca,129
Érdy János utca,3
Érdy utca,1
Erebe utca,1
Ereki utca,1
Ereklyési út,4
Ereklyés út,1
Érem utca,2
Erenyő utca,4
Ereszalja köz,1
Ereszalja utca,1
Ereszke utca,1
Eresztényi út,1
Eresztvény Alsó Bányatelep,1
Eresztvényi utca,1
Eresztvény köz,2
Eresztvény-Salgóbányai főút,1
Eresztvény utca,4
Eresz utca,1
Ereszvény utca,2
Erfurti út,16
Ergényi utca,1
Érhát utca,2
Erika köz,2
Erika utca,8
Erik utca,1
Erkel fasor,3
Erkel Ferenc körút,5
Erkel Ferenc köz,7
Erkel Ferenc tér,19
Erkel Ferenc út,21
Erkel Ferenc utca,291
Erkel Gyula utca,2
Erkel kert,9
Erkel köz,3
Erkel sor,2
Erkel tér,2
Erkel utca,27
Erkély utca,2
Érmelléki utca,2
Érmellék utca,10
Érme utca,1
Érmihályfalva utca,2
Érmindszent utca,1
Erna utca,1
Ernő utca,5
Ernst Abbe utca,1
Ernuszt Kelemen utca,6
Ernye bán utca,2
Ernyő utca,2
Erőd utca,5
Erőkar utca,1
Éroldal utca,1
Erőműi tópart,1
Erőműitó part,3
Erőmű lakótelep,4
Erőműtelep,2
Erőmű tér,3
Erőmú út,1
Erőmű út,23
Erőmű utca,9
Erőművi lakótelep,1
Erősi dűlő út,1
Erősítő utca,1
Erős János utca,3
Erős Lajos utca,1
Erősmajor utca,1
Erőspuszta,1
Erőspusztai hídfő,1
Erőss Lajos utca,1
Erős utca,2
Érparti sor,2
Érpart utca,5
Érpatak utca,1
Erreth Lajos utca,1
Érsekcsanádi utca,2
Érsekkert utca,1
Érsekújvári utca,5
Érsekújvár utca,3
Érsek utca,3
Érsemlyéni utca,1
Érsor utca,1
Ér utca,13
Ervin utca,2
Érzékek ösvénye,1
Erzsébet dűlő,3
Erzsébethegyi út,1
Erzsébet híd,11
Erzsébeti út,8
Erzsébeti utca,3
Erzsébet-kilátó út,2
Erzsébet királyné körút,4
Erzsébet királyné tér,2
Erzsébet királyné Tisza-híd,1
Erzsébet királyné út,10
Erzsébet királyné utca,30
Erzsébet királyné útja,93
Erzsébet királynő utca,1
Erzsébet körút,36
Erzsébet köz,11
Erzsébet lakótelep,1
Erzsébet liget,2
Erzsébet ligeti híd,1
Erzsébetliget köz,3
Erzsébet liget utca,3
Erzsébetliget utca,2
Erzsébetpark,3
Erzsébetpark utca,1
Erzsébet sétány,16
Erzsébet sétány köz,1
Erzsébet sor,1
Erzsébet telep,6
Erzsébet tér,94
Erzsébet udvar,8
Erzsébet út,22
Erzsébet utca,181
Erzsike út,1
Erzsike utca,4
Esedi utca,1
Esküdt utca,4
Eskü tér,1
Eskü utca,3
Esküvő köz,2
Esőpuszta,1
Eső utca,3
Espereskert utca,1
Esterházy Antal utca,3
Esterházy Fényes Miklós sétány,2
Esterházy híd,5
Esterházy Móric köz,1
Esterházy Pál sétány,1
Esterházy utca,5
Esthajnal utca,13
Estike dűlő,1
Estike köz,1
Estike út,1
Estike utca,29
Esti Kornél utca,1
Est köz,1
Est utca,6
Észak-déli főút,3
Északi 1. utca,1
Északi hadiút,2
Északi körút,14
Északi köz,1
Északi külhatár utca,1
Északi lejáró,1
Északi összekötő út,2
Északi part,1
Északi sor,15
Északi sor utca,1
Északi Sporttelep utca,1
Északi út,2
Északi utca,7
Északi útgyűrű,7
Észak-keleti útgyűrű,12
Északmegyer dűlő,4
Észak utca,7
Eszéki út,1
Eszéki utca,2
Eszék utca,6
Eszenyi utca,1
Eszes László utca,1
Esze Tamás köz,7
Esze Tamás lakótelep,1
Esze Tamás út,9
Esze Tamás utca,271
Eszik dűlő,3
Eszlári út,2
Eszperantó híd,1
Eszperantó köz,3
Eszperantó sétány,5
Eszperantó tér,16
Eszperantó út,14
Eszperantó utca,35
Esztena utca,2
Eszterági út,1
Eszterágpuszta,1
Eszteregnyei utca,1
Esztergáli-völgy,1
Esztergályos János utca,4
Esztergályos utca,9
Esztergály utca,1
Esztergár Lajos utca,3
Esztergető utca,2
Esztergomi út,49
Esztergomi utca,8
Esztergom utca,2
Eszterházy Antal utca,8
Eszterházy Bricska-út,3
Eszterházy János utca,5
Eszterházy József utca,4
Eszterházy Károly utca,2
Eszterházy körút,6
Eszterházy nagypince út,1
Eszterházy Pál utca,4
Eszterházy tér,16
Eszterházy utca,10
Eszterlánc utca,5
Eszteró utca,1
Eszter utca,13
Ete János utca,1
Etele köz,1
Etele tér,2
Etele út,43
Etele utca,6
Etele út/ Fehérvári út,1
Etelka sor,3
Etelka utca,9
Etel köz,7
Etelköz út,1
Etelköz utca,6
Etesi híd,1
Ete utca,2
Étkezde utca,1
Etter Jenő utca,3
Etűd utca,1
Etyeki utca,10
EU; EEA; CH,1
EU;EEA;CH,1
EU;EEA;CH | All passports car,2
"EU, EEA, CH cars | All passports buses",6
Európaa-híd,1
Európa köz,4
Európa-köz 3,1
Európaliget ipari park,3
Európa park,2
Európa sétány,2
Europastraße,1
Európa tanács utca,1
Európa Tanács utca,2
Európa tér,10
Európa út,4
Európa utca,9
Eurovelo 6,1
EuroVelo6,50
"EuroVelo 6, Atlanti-óceán-Fekete-tenger - Magyarországi szakasz",1
EuroVelo-6 budai Duna-parti kerékpárút,14
Eurovelo 6 Dera-patak híd,1
Éva dűlő,3
Éva lépcső,1
Éva út,1
Éva utca,24
Evetes-völgy,3
Evetke út,1
Evező köz,2
Evezős út,3
Evezős utca,13
Evező utca,7
Évszak utca,1
Evva Lajos utca,3
Ezerfürtő utca,1
Ezerfürtű utca,2
Ezerjó borút,7
Ezerjó dűlő,8
Ezerjófű utca,2
Ezerjó köz,4
Ezerjó út,8
Ezerjó utca,39
Ezer József utca,2
Ezis utca,2
E zóna déli,1
E zóna északi,1
Ezredes utca,8
Ezredév utca,3
Ezred utca,7
Ezredvég utca,1
Ezüstdénár utca,1
Ezüstfa utca,5
Ezüstfenyő tér,3
Ezüstfenyő út,1
Ezüstfenyő utca,8
Ezüstgaras utca,1
Ezüsthárs sétány,1
Ezüsthárs utca,2
Ezüsthegyi lejtő,3
Ezüsthegyi út,2
Ezüsthegy utca,7
Ezüsthíd utca,5
Ezüstkalász utca,2
Ezüstkő utca,1
Ezüstmoha utca,1
Ezüstnyár utca,1
Ezüstsirály utca,1
Ezüstszőlők,4
Ezüsttanya,1
Ezüst tó utca,1
Ezüsttó utca,1
Ezüst utca,6
F-4 út,1
Fábián Béla köz,2
Fábián Béla utca,6
Fábián Ferenc utca,1
Fábián Gyula utca,1
Fábián József utca,1
Fábián kapu,2
Fábián Pál utca,1
Fábián utca,7
Fábián Zoltán utca,4
Fábrika sor,1
Fábry utca,1
Fabula utca,1
Fácán dűlő,8
Fácánhegyi utca,1
Fácánkerti út,1
Fácánkert utca,7
Fácán köz,16
Fácán major utca,2
Fácános,2
Fácános dűlő,2
Fácánoskert,8
Fácános köz,2
Fácános tér,2
Fácános út,7
Fácános utca,21
Fácán sor,5
Fácán út,5
Fácán utca,86
Facélia utca,5
Fa-Co dűlő,2
Facsemete utca,4
Fácska utca,1
Factory site road 1,1
Factory site road 2,1
Fadd-Dombori - Fadd-Tolna kerékpárút,1
Fadd-Dombori - Fadd/Tolna kerékpárút,1
Fadd-Dombori - Tolna kerékpárút,1
Fadd - Fadd-Dombori kerékpárút,1
Faddi tető,1
Faddi utca,1
Faddi völgy,3
Fadrusz János út,1
Fadrusz János utca,17
Fadrusz utca,14
Fafaragó utca,1
Faggyas utca,1
Fagyalkás utca,1
Fagyal köz,2
Fagyal utca,12
Fagyöngy köz,1
Fagyöngy utca,45
Fagyos út,1
Faház Sétány,1
